id,name,price,discount,company,category,specification/description,details,ratings,number of ratings,stock
338.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",9090.9956,40.65,GadgetWorld,Peripherals,Lightweight,Limited stock,3.0,363.0,55.0
351.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",110498.4953,24.98160475,InnovateX,Electronics,User-friendly interface,30-day return policy,4.6,524.0,80.0
407.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",5414.527695,24.98160475,QuantumGear,Wearables,Long battery life,Free shipping,1.2,765.0,52.0
410.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",75064.60658,24.98160475,DevicePro,Imaging,High quality audio,Highly rated,1.0,649.0,47.0
420.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",101609.1156,24.98160475,GearMax,Gaming,Advanced features,Available in multiple colors,3.0,710.0,44.0
123.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",47349.9048,40.65,ElectroHub,Peripherals,User-friendly interface,Customer favorite,4.8,45.0,36.0
435.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",57133.40967,24.98160475,PixelDynamics,Imaging,Durable design,1 year warranty,1.3,860.0,6.0
124.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",57429.28222,24.98160475,NextGen,Imaging,Long battery life,Customer favorite,4.1,565.0,71.0
483.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",33177.5996,40.65,GadgetWorld,Gaming,Advanced features,Available in multiple colors,3.5,47.0,89.0
488.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",14628.1132,40.65,GadgetWorld,Networking,Lightweight,Available in multiple colors,2.6,69.0,92.0
246.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",43441.3512,40.65,QuantumGear,Networking,Durable design,New arrival,2.6,693.0,62.0
500.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",13839.9452,40.65,NextGen,Audio,Fast charging,New arrival,3.8,231.0,45.0
523.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",112165.7041,24.98160475,NextGen,Audio,High quality audio,Available in multiple colors,2.6,560.0,76.0
527.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",92950.1923,24.98160475,DevicePro,Accessories,Durable design,Customer favorite,3.5,555.0,71.0
189.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",5906.0372,40.65,QuantumGear,Storage,Advanced features,1 year warranty,3.4,711.0,19.0
79.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",64430.36,40.65,TechCorp,Peripherals,Compact and portable,Exclusive deal,3.7,272.0,83.0
559.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",7909.2184,40.65,PixelDynamics,Peripherals,Long battery life,Customer favorite,3.3,511.0,30.0
133.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",22088.1708,40.65,GadgetWorld,Wearables,Fast charging,1 year warranty,1.9,171.0,1.0
581.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",50905.68257,24.98160475,GadgetWorld,Electronics,Long battery life,Highly rated,3.5,291.0,40.0
602.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",89882.84015,24.98160475,NextGen,Electronics,User-friendly interface,Exclusive deal,2.6,395.0,12.0
619.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",26462.0284,40.65,TechCorp,Peripherals,Long battery life,New arrival,2.1,381.0,90.0
83.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",64429.39872,24.98160475,ElectroHub,Electronics,High resolution,30-day return policy,1.7,783.0,78.0
25.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",27453.8856,40.65,QuantumGear,Storage,High quality audio,Customer favorite,4.6,90.0,34.0
689.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",90807.874,40.65,NextGen,Computers,Fast charging,Available in multiple colors,2.6,229.0,68.0
28.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",99613.62624,24.98160475,DevicePro,Computers,High performance,Free shipping,3.4,278.0,63.0
701.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",15481.39619,24.98160475,ElectroHub,Peripherals,High resolution,Free shipping,4.6,249.0,91.0
716.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",74824.2068,40.65,TechCorp,Accessories,Advanced features,Best seller,2.7,393.0,20.0
208.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",76421.9088,40.65,PixelDynamics,Gaming,High resolution,Free shipping,3.3,812.0,53.0
770.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",73681.838,40.65,AlphaTech,Accessories,Long battery life,Customer favorite,4.7,156.0,89.0
791.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",59475.3472,40.65,PixelDynamics,Gaming,Lightweight,Exclusive deal,4.6,150.0,97.0
168.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",27412.1032,40.65,AlphaTech,Storage,High quality audio,Highly rated,1.2,399.0,43.0
89.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",66669.14793,24.98160475,ElectroHub,Wearables,Advanced features,Available in multiple colors,2.2,250.0,32.0
833.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",93019.20922,24.98160475,GearMax,Computers,Long battery life,New arrival,3.8,840.0,44.0
868.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",48875.4372,40.65,GearMax,Accessories,Fast charging,Highly rated,1.8,67.0,61.0
870.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",93520.93225,24.98160475,InnovateX,Audio,Lightweight,Customer favorite,1.4,926.0,26.0
898.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",106097.016,24.98160475,NextGen,Gaming,Fast charging,New arrival,1.9,469.0,23.0
91.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",29443.2976,40.65,GadgetWorld,Imaging,User-friendly interface,Customer favorite,3.9,514.0,55.0
912.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",85893.06182,24.98160475,QuantumGear,Audio,High performance,Highly rated,3.6,434.0,26.0
927.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",59958.2188,40.65,ElectroHub,Computers,High resolution,Free shipping,2.5,238.0,44.0
935.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",32532.17721,24.98160475,NextGen,Storage,Fast charging,30-day return policy,3.0,670.0,6.0
936.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",108451.9935,24.98160475,QuantumGear,Networking,High resolution,Limited stock,4.1,294.0,34.0
112.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",47701.2568,40.65,ElectroHub,Peripherals,High resolution,New arrival,3.3,804.0,85.0
94.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",26745.484,40.65,DevicePro,Storage,Lightweight,Best seller,2.3,326.0,15.0
39.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",75856.422,40.65,ElectroHub,Accessories,High resolution,Highly rated,3.1,166.0,58.0
1022.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",81766.77696,9.19,GearMax,Audio,Fast charging,Exclusive deal,1.9,162.0,96.0
1044.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",10376.54443,24.98160475,DevicePro,Audio,Fast charging,1 year warranty,3.4,975.0,36.0
1053.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",113759.5032,9.19,AlphaTech,Peripherals,Compact and portable,Best seller,1.2,190.0,27.0
1060.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",87302.20736,24.98160475,ElectroHub,Computers,High resolution,Highly rated,3.5,376.0,43.0
1066.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",26762.36239,24.98160475,InnovateX,Wearables,High resolution,Exclusive deal,4.4,315.0,87.0
1077.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",136852.8494,9.19,NextGen,Electronics,User-friendly interface,30-day return policy,3.4,177.0,12.0
288.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",58008.42423,24.98160475,GearMax,Peripherals,User-friendly interface,Available in multiple colors,4.4,390.0,64.0
1180.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",69126.75144,9.19,GadgetWorld,Computers,Advanced features,1 year warranty,1.4,576.0,40.0
1189.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",138354.4836,9.19,GadgetWorld,Imaging,High quality audio,Exclusive deal,4.5,275.0,97.0
1197.0,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",107618.9892,24.98160475,QuantumGear,Computers,Compact and portable,Customer favorite,4.6,607.0,17.0
177.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",15197.3984,40.65,GearMax,Peripherals,User-friendly interface,Highly rated,4.4,230.0,6.0
392.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",92778.294,40.65,GadgetWorld,Computers,High performance,Customer favorite,2.5,522.0,91.0
398.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",84224.772,40.65,AlphaTech,Peripherals,Fast charging,Best seller,3.4,93.0,12.0
400.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",18532.8684,40.65,ElectroHub,Networking,Long battery life,Customer favorite,1.5,899.0,22.0
3.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",4408.518,40.65,GearMax,Peripherals,Advanced features,30-day return policy,1.6,210.0,26.0
416.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",119956.2144,24.98160475,PixelDynamics,Storage,High resolution,New arrival,4.7,206.0,22.0
452.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",95994.73885,24.98160475,InnovateX,Electronics,User-friendly interface,Exclusive deal,1.9,421.0,11.0
457.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",11367.6616,40.65,AlphaTech,Computers,High quality audio,1 year warranty,3.7,49.0,68.0
74.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",37363.36186,24.98160475,GadgetWorld,Storage,Advanced features,New arrival,1.6,801.0,10.0
472.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",23385.7992,40.65,NextGen,Imaging,High resolution,Exclusive deal,1.5,582.0,80.0
487.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",90298.8884,40.65,GearMax,Imaging,Lightweight,Free shipping,4.1,464.0,65.0
505.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",112222.7181,24.98160475,QuantumGear,Wearables,High resolution,Exclusive deal,2.0,581.0,7.0
76.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",23440.4012,40.65,QuantumGear,Accessories,User-friendly interface,Free shipping,3.3,906.0,25.0
77.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",66035.184,40.65,GearMax,Electronics,High resolution,Free shipping,3.9,880.0,24.0
510.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",16690.1696,40.65,PixelDynamics,Audio,Durable design,Limited stock,2.1,689.0,45.0
20.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",98753.01521,24.98160475,DevicePro,Audio,High resolution,New arrival,1.2,799.0,83.0
130.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",79707.05,40.65,GearMax,Storage,Lightweight,New arrival,2.6,885.0,34.0
132.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",17004.56969,24.98160475,DevicePro,Electronics,High resolution,Best seller,3.3,473.0,32.0
572.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",92336.2552,40.65,GearMax,Imaging,Advanced features,Available in multiple colors,4.6,467.0,45.0
134.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",45981.0564,40.65,NextGen,Networking,Durable design,Available in multiple colors,1.6,569.0,21.0
577.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",20361.79291,24.98160475,InnovateX,Computers,Long battery life,Limited stock,1.8,812.0,6.0
24.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",62473.2344,40.65,PixelDynamics,Accessories,Lightweight,1 year warranty,1.9,715.0,54.0
599.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",68588.1836,40.65,GadgetWorld,Storage,High quality audio,Customer favorite,1.2,275.0,31.0
194.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",91075.33256,24.98160475,GearMax,Peripherals,Compact and portable,Best seller,5.0,867.0,43.0
642.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",91701.4476,40.65,QuantumGear,Storage,Durable design,Available in multiple colors,2.1,832.0,97.0
653.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",9359.2576,40.65,TechCorp,Imaging,Durable design,Customer favorite,2.9,643.0,29.0
656.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",98440.33854,24.98160475,PixelDynamics,Storage,High resolution,30-day return policy,2.2,993.0,67.0
197.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",13077.8912,40.65,GadgetWorld,Electronics,Advanced features,Available in multiple colors,3.7,787.0,63.0
142.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",82142.2992,40.65,GadgetWorld,Audio,Durable design,Best seller,1.9,297.0,80.0
145.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",87075.4712,40.65,QuantumGear,Computers,High performance,Exclusive deal,2.9,147.0,91.0
747.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",45224.08939,24.98160475,AlphaTech,Gaming,High quality audio,1 year warranty,2.6,953.0,93.0
763.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",21653.90975,24.98160475,NextGen,Computers,Advanced features,1 year warranty,2.9,820.0,60.0
771.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",63955.0852,40.65,AlphaTech,Imaging,Advanced features,1 year warranty,3.9,729.0,56.0
803.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",14743.21518,24.98160475,PixelDynamics,Peripherals,User-friendly interface,Highly rated,1.4,88.0,3.0
807.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",118033.9431,24.98160475,GearMax,Peripherals,Durable design,Free shipping,4.2,4.0,34.0
265.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",65780.93013,24.98160475,GadgetWorld,Networking,Advanced features,Free shipping,1.4,474.0,2.0
830.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",63352.0892,40.65,QuantumGear,Audio,Lightweight,Limited stock,4.5,199.0,12.0
214.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",48648.4828,40.65,NextGen,Computers,Lightweight,Available in multiple colors,4.0,96.0,16.0
849.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",86012.394,40.65,ElectroHub,Storage,User-friendly interface,30-day return policy,2.2,765.0,56.0
863.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",51199.5832,40.65,ElectroHub,Imaging,Long battery life,Highly rated,1.6,170.0,68.0
865.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",46010.88232,24.98160475,InnovateX,Computers,Durable design,Available in multiple colors,4.0,856.0,59.0
866.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",96527.66953,24.98160475,PixelDynamics,Storage,Fast charging,Best seller,5.0,168.0,33.0
152.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",5284.524,40.65,InnovateX,Peripherals,Advanced features,Highly rated,4.8,846.0,34.0
909.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",106181.6368,24.98160475,TechCorp,Computers,Durable design,Free shipping,2.3,668.0,67.0
950.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",76361.6092,40.65,PixelDynamics,Gaming,High resolution,New arrival,1.9,768.0,58.0
956.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",76347.12106,24.98160475,NextGen,Audio,High performance,Limited stock,4.1,826.0,82.0
959.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",79469.1752,40.65,NextGen,Imaging,High performance,Limited stock,3.6,512.0,67.0
960.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",48301.404,40.65,GearMax,Wearables,Durable design,New arrival,2.9,926.0,32.0
277.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",5512.9028,40.65,DevicePro,Imaging,High quality audio,30-day return policy,2.8,741.0,4.0
973.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",115451.5098,24.98160475,ElectroHub,Gaming,Long battery life,New arrival,4.5,219.0,64.0
1005.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",50774.25034,24.98160475,GearMax,Audio,Advanced features,Best seller,1.6,908.0,30.0
1028.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",97890.60374,24.98160475,DevicePro,Computers,Compact and portable,Highly rated,1.8,444.0,40.0
225.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",92430.7404,40.65,DevicePro,Imaging,High resolution,Limited stock,3.1,259.0,13.0
1042.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",133223.3554,9.19,InnovateX,Electronics,Fast charging,Customer favorite,2.0,852.0,73.0
160.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",58737.508,40.65,ElectroHub,Storage,Long battery life,Highly rated,1.4,60.0,56.0
348.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",73201.14964,24.98160475,NextGen,Electronics,User-friendly interface,Customer favorite,2.4,85.0,50.0
1089.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",89106.24973,24.98160475,DevicePro,Imaging,High resolution,New arrival,4.0,145.0,3.0
99.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",61728.2732,40.65,NextGen,Peripherals,Advanced features,1 year warranty,4.0,805.0,29.0
1105.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",108882.299,24.98160475,QuantumGear,Peripherals,High performance,Free shipping,2.1,479.0,83.0
1111.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",116413.5457,24.98160475,InnovateX,Electronics,High performance,Exclusive deal,2.0,625.0,53.0
1137.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",64603.4414,24.98160475,GadgetWorld,Computers,High performance,New arrival,3.6,911.0,69.0
1144.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",24579.62717,24.98160475,InnovateX,Imaging,Lightweight,Available in multiple colors,1.2,799.0,11.0
1162.0,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",62685.97121,24.98160475,NextGen,Storage,Compact and portable,Customer favorite,3.6,910.0,49.0
