id,name,price,discount,company,category,specification/description,details,ratings,number of ratings,stock
271,"Xiaomi Mi 11X Pro, Cosmic Black, 8GB RAM, 128GB Storage, Snapdragon 888, 120Hz AMOLED Display, 108MP Triple Camera",71784.20219,24.98160475,QuantumGear,Audio,Advanced features,Free shipping,3.5,941,80
272,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",13193.2676,40.65,InnovateX,Peripherals,Lightweight,Best seller,3.7,506,71
273,"Garmin Forerunner 945, GPS Running Smartwatch, 2 Weeks Battery Life, Music, Advanced Training Features, Black",2560.1216,40.65,TechCorp,Peripherals,User-friendly interface,Highly rated,4.6,715,19
274,"Apple iPhone 14 Pro, 128GB, Space Black, 6.1-inch Super Retina XDR Display, A15 Bionic Chip, Dual 12MP Cameras",75402.988,40.65,QuantumGear,Wearables,User-friendly interface,Customer favorite,2.6,476,66
275,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",16724.90111,24.98160475,InnovateX,Computers,Fast charging,Highly rated,4.8,283,41
276,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",21523.6336,40.65,InnovateX,Computers,High resolution,Customer favorite,4.0,925,18
277,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",5512.9028,40.65,DevicePro,Imaging,High quality audio,30-day return policy,2.8,741,4
278,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",84810.99649,24.98160475,InnovateX,Networking,High quality audio,Best seller,3.0,348,95
279,"Asus ROG Strix G17, AMD Ryzen 9 5900HX, 17.3-inch FHD, 16GB DDR4, 1TB SSD, NVIDIA GeForce RTX 3070, Eclipse Gray",15639.23489,24.98160475,GearMax,Electronics,High resolution,Best seller,4.5,206,83
280,"Garmin Forerunner 945, GPS Running Smartwatch, 2 Weeks Battery Life, Music, Advanced Training Features, Black",38841.014,40.65,GearMax,Wearables,High performance,Limited stock,4.9,811,74
281,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",56943.76317,24.98160475,QuantumGear,Peripherals,Compact and portable,Highly rated,3.8,843,10
282,"Xiaomi Mi 11X Pro, Cosmic Black, 8GB RAM, 128GB Storage, Snapdragon 888, 120Hz AMOLED Display, 108MP Triple Camera",118817.7353,24.98160475,GearMax,Electronics,Durable design,Available in multiple colors,3.8,919,39
283,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",63894.06745,24.98160475,PixelDynamics,Electronics,Advanced features,1 year warranty,3.9,662,56
284,"Microsoft Surface Pro 9, Intel Core i5, 8GB RAM, 256GB SSD, 13-inch Touchscreen, Platinum, Windows 11",98973.26922,24.98160475,QuantumGear,Audio,High resolution,1 year warranty,3.7,981,44
285,"Apple iPhone 14 Pro, 128GB, Space Black, 6.1-inch Super Retina XDR Display, A15 Bionic Chip, Dual 12MP Cameras",45726.41256,24.98160475,QuantumGear,Peripherals,Long battery life,30-day return policy,3.6,150,54
286,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",57854.18641,24.98160475,QuantumGear,Gaming,Durable design,Limited stock,4.1,796,76
287,"Acer Predator Helios 300, Intel Core i7, 16GB RAM, 512GB SSD, NVIDIA RTX 3060, 15.6-inch FHD, RGB Keyboard, Black",36979.26768,24.98160475,NextGen,Imaging,Long battery life,Limited stock,3.3,872,15
288,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",58008.42423,24.98160475,GearMax,Peripherals,User-friendly interface,Available in multiple colors,4.4,390,64
289,"Sony WH-1000XM4 Wireless Noise Cancelling Headphones, 30 Hours Battery Life, Quick Charge, Touch Control, Black",28653.7052,40.65,AlphaTech,Storage,High resolution,Best seller,3.6,777,82
290,"Garmin Forerunner 945, GPS Running Smartwatch, 2 Weeks Battery Life, Music, Advanced Training Features, Black",68012.726,40.65,GadgetWorld,Gaming,High quality audio,Exclusive deal,4.4,333,82
291,"Xiaomi Mi 11X Pro, Cosmic Black, 8GB RAM, 128GB Storage, Snapdragon 888, 120Hz AMOLED Display, 108MP Triple Camera",23590.58464,24.98160475,QuantumGear,Peripherals,Compact and portable,Customer favorite,2.5,648,21
292,"Xiaomi Mi 11X Pro, Cosmic Black, 8GB RAM, 128GB Storage, Snapdragon 888, 120Hz AMOLED Display, 108MP Triple Camera",107166.4783,24.98160475,InnovateX,Audio,Fast charging,Customer favorite,2.0,925,16
293,"OnePlus 11, Eternal Green, 8GB RAM, 128GB Storage, Snapdragon 8 Gen 2, 6.7-inch QHD+ AMOLED Display, 50MP Triple Camera",9034.0196,40.65,InnovateX,Audio,Advanced features,1 year warranty,2.7,647,98
294,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",18685.754,40.65,NextGen,Wearables,Advanced features,Best seller,4.7,506,90
295,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",92153.19687,24.98160475,PixelDynamics,Electronics,Durable design,30-day return policy,1.3,117,99
296,"Amazon Echo Dot (5th Gen), Smart Speaker with Alexa, Charcoal, Improved Sound, Voice Control",4609.730351,24.98160475,TechCorp,Gaming,User-friendly interface,30-day return policy,1.3,165,31
297,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",84245.6632,40.65,DevicePro,Peripherals,Fast charging,New arrival,3.1,269,27
298,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",110706.1462,24.98160475,ElectroHub,Networking,Lightweight,Free shipping,1.5,373,67
299,"Acer Predator Helios 300, Intel Core i7, 16GB RAM, 512GB SSD, NVIDIA RTX 3060, 15.6-inch FHD, RGB Keyboard, Black",74120.0784,40.65,DevicePro,Storage,Durable design,30-day return policy,4.7,667,5
300,"Asus ROG Strix G17, AMD Ryzen 9 5900HX, 17.3-inch FHD, 16GB DDR4, 1TB SSD, NVIDIA GeForce RTX 3070, Eclipse Gray",114569.2935,24.98160475,DevicePro,Accessories,Long battery life,30-day return policy,4.4,310,41
301,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",21212.20144,24.98160475,GearMax,Storage,User-friendly interface,Limited stock,4.1,768,4
302,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",90535.3388,40.65,AlphaTech,Computers,Durable design,Exclusive deal,1.9,438,43
303,"Bose SoundLink Revolve+ Bluetooth Speaker, 360° Sound, Portable, Water-Resistant, Triple Black",50244.92055,24.98160475,PixelDynamics,Audio,User-friendly interface,Highly rated,2.0,450,68
304,"Garmin Forerunner 945, GPS Running Smartwatch, 2 Weeks Battery Life, Music, Advanced Training Features, Black",59787.26042,24.98160475,AlphaTech,Networking,High quality audio,30-day return policy,1.3,981,0
305,"Acer Predator Helios 300, Intel Core i7, 16GB RAM, 512GB SSD, NVIDIA RTX 3060, 15.6-inch FHD, RGB Keyboard, Black",68370.56513,24.98160475,InnovateX,Accessories,User-friendly interface,Highly rated,4.4,732,14
306,"Bose SoundLink Revolve+ Bluetooth Speaker, 360° Sound, Portable, Water-Resistant, Triple Black",73458.01262,24.98160475,GearMax,Peripherals,High resolution,New arrival,1.0,851,61
307,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",78451.83716,24.98160475,DevicePro,Gaming,Fast charging,Available in multiple colors,1.6,151,23
308,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",102715.1868,24.98160475,GearMax,Gaming,High quality audio,Limited stock,3.2,878,23
309,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",6100.495901,24.98160475,PixelDynamics,Audio,Fast charging,Free shipping,4.9,711,98
310,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",77645.83952,24.98160475,AlphaTech,Audio,Advanced features,Available in multiple colors,2.0,101,54
311,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",53828.9994,24.98160475,InnovateX,Storage,Durable design,Customer favorite,3.7,835,75
312,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",72959.1924,40.65,GadgetWorld,Wearables,High resolution,Highly rated,2.3,606,79
313,"Bose SoundLink Revolve+ Bluetooth Speaker, 360° Sound, Portable, Water-Resistant, Triple Black",87527.006,40.65,GearMax,Peripherals,High quality audio,1 year warranty,4.8,829,27
314,"Logitech MX Master 3S Wireless Mouse, Ultrafast Scrolling, Ergonomic Design, 4000 DPI Sensor, Graphite",35602.53009,24.98160475,ElectroHub,Audio,High resolution,New arrival,1.4,828,24
315,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",21659.4264,40.65,AlphaTech,Computers,Fast charging,Free shipping,4.8,884,8
316,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",36589.17202,24.98160475,ElectroHub,Wearables,Fast charging,Limited stock,1.8,950,79
317,"Garmin Forerunner 945, GPS Running Smartwatch, 2 Weeks Battery Life, Music, Advanced Training Features, Black",47754.90997,24.98160475,GadgetWorld,Accessories,Compact and portable,1 year warranty,3.7,276,60
318,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",72628.0091,24.98160475,TechCorp,Computers,Durable design,Best seller,1.2,280,66
319,"Microsoft Surface Pro 9, Intel Core i5, 8GB RAM, 256GB SSD, 13-inch Touchscreen, Platinum, Windows 11",73170.9532,40.65,InnovateX,Networking,Lightweight,Customer favorite,1.2,30,82
320,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",5556.1096,40.65,ElectroHub,Wearables,High quality audio,Available in multiple colors,3.9,201,19
321,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",38372.20924,24.98160475,GearMax,Storage,High resolution,1 year warranty,1.5,195,55
322,"Sony WH-1000XM4 Wireless Noise Cancelling Headphones, 30 Hours Battery Life, Quick Charge, Touch Control, Black",30617.0032,40.65,TechCorp,Computers,Lightweight,Highly rated,4.2,821,49
323,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",85989.68551,24.98160475,PixelDynamics,Electronics,Long battery life,30-day return policy,2.2,980,84
324,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",48280.038,40.65,GearMax,Peripherals,Long battery life,Free shipping,1.9,891,75
325,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",56403.63072,24.98160475,TechCorp,Storage,Long battery life,New arrival,3.5,218,92
326,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",14836.23799,24.98160475,AlphaTech,Wearables,High resolution,Best seller,4.1,319,29
327,"Asus ROG Strix G17, AMD Ryzen 9 5900HX, 17.3-inch FHD, 16GB DDR4, 1TB SSD, NVIDIA GeForce RTX 3070, Eclipse Gray",38271.254,40.65,QuantumGear,Networking,Compact and portable,Customer favorite,2.7,502,41
328,"Acer Predator Helios 300, Intel Core i7, 16GB RAM, 512GB SSD, NVIDIA RTX 3060, 15.6-inch FHD, RGB Keyboard, Black",67126.2744,40.65,NextGen,Networking,Compact and portable,Highly rated,4.7,972,44
329,"Sony WH-1000XM4 Wireless Noise Cancelling Headphones, 30 Hours Battery Life, Quick Charge, Touch Control, Black",28365.0268,40.65,InnovateX,Computers,Advanced features,Best seller,4.4,279,95
330,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",52480.5936,40.65,NextGen,Gaming,Fast charging,Free shipping,1.2,32,76
331,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",71378.5832,40.65,InnovateX,Accessories,Durable design,30-day return policy,4.1,336,25
332,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",91555.45029,24.98160475,ElectroHub,Audio,Long battery life,Customer favorite,4.2,845,71
333,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU",49285.28524,24.98160475,InnovateX,Wearables,Fast charging,Available in multiple colors,1.9,186,7
334,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",44967.8332,40.65,DevicePro,Peripherals,High performance,Limited stock,1.9,773,37
335,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",23811.22,40.65,GadgetWorld,Networking,Lightweight,Best seller,1.4,551,28
336,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",34766.7552,40.65,DevicePro,Accessories,High performance,Available in multiple colors,2.6,948,1
337,"Microsoft Surface Pro 9, Intel Core i5, 8GB RAM, 256GB SSD, 13-inch Touchscreen, Platinum, Windows 11",57060.79187,24.98160475,QuantumGear,Imaging,High performance,Free shipping,2.3,567,45
338,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",9090.9956,40.65,GadgetWorld,Peripherals,Lightweight,Limited stock,3.0,363,55
339,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",22430.0268,40.65,NextGen,Imaging,High resolution,Available in multiple colors,4.8,3,31
340,"OnePlus 11, Eternal Green, 8GB RAM, 128GB Storage, Snapdragon 8 Gen 2, 6.7-inch QHD+ AMOLED Display, 50MP Triple Camera",12288.7736,40.65,TechCorp,Peripherals,Durable design,Customer favorite,4.6,553,26
341,"Amazon Echo Dot (5th Gen), Smart Speaker with Alexa, Charcoal, Improved Sound, Voice Control",24626.43864,24.98160475,InnovateX,Audio,User-friendly interface,Limited stock,2.1,888,14
342,"OnePlus 11, Eternal Green, 8GB RAM, 128GB Storage, Snapdragon 8 Gen 2, 6.7-inch QHD+ AMOLED Display, 50MP Triple Camera",13052.252,40.65,NextGen,Networking,Compact and portable,Highly rated,2.8,289,83
343,"Amazon Echo Dot (5th Gen), Smart Speaker with Alexa, Charcoal, Improved Sound, Voice Control",10051.9908,40.65,PixelDynamics,Wearables,Long battery life,Best seller,3.0,824,38
344,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",44286.97,40.65,TechCorp,Networking,High performance,Best seller,4.0,235,90
345,"Logitech MX Master 3S Wireless Mouse, Ultrafast Scrolling, Ergonomic Design, 4000 DPI Sensor, Graphite",14976.07228,24.98160475,AlphaTech,Audio,Durable design,Customer favorite,3.9,390,50
346,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",70325.4768,40.65,GadgetWorld,Storage,High quality audio,Best seller,1.2,64,52
347,"OnePlus 11, Eternal Green, 8GB RAM, 128GB Storage, Snapdragon 8 Gen 2, 6.7-inch QHD+ AMOLED Display, 50MP Triple Camera",42580.064,40.65,PixelDynamics,Wearables,Compact and portable,Customer favorite,1.6,750,40
348,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",73201.14964,24.98160475,NextGen,Electronics,User-friendly interface,Customer favorite,2.4,85,50
349,"Amazon Echo Dot (5th Gen), Smart Speaker with Alexa, Charcoal, Improved Sound, Voice Control",48799.4692,40.65,InnovateX,Gaming,Long battery life,Available in multiple colors,1.6,41,99
350,"Garmin Forerunner 945, GPS Running Smartwatch, 2 Weeks Battery Life, Music, Advanced Training Features, Black",51567.64489,24.98160475,QuantumGear,Accessories,Long battery life,New arrival,1.2,417,99
351,"Canon EOS R5 Mirrorless Camera, 45MP Full-Frame CMOS Sensor, 8K Video, Wi-Fi, Bluetooth, Body Only",110498.4953,24.98160475,InnovateX,Electronics,User-friendly interface,30-day return policy,4.6,524,80
352,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",78706.6464,40.65,QuantumGear,Imaging,Compact and portable,30-day return policy,3.4,115,27
353,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",45685.256,40.65,GadgetWorld,Electronics,Compact and portable,Highly rated,4.3,798,97
354,"Sony WH-1000XM4 Wireless Noise Cancelling Headphones, 30 Hours Battery Life, Quick Charge, Touch Control, Black",25785.92296,24.98160475,TechCorp,Imaging,User-friendly interface,Free shipping,1.3,78,56
355,"Xiaomi Mi 11X Pro, Cosmic Black, 8GB RAM, 128GB Storage, Snapdragon 888, 120Hz AMOLED Display, 108MP Triple Camera",3058.1868,40.65,AlphaTech,Wearables,Long battery life,New arrival,4.2,163,6
356,"OnePlus 11, Eternal Green, 8GB RAM, 128GB Storage, Snapdragon 8 Gen 2, 6.7-inch QHD+ AMOLED Display, 50MP Triple Camera",87451.644,24.98160475,ElectroHub,Wearables,High performance,30-day return policy,2.9,728,7
357,"Sony WH-1000XM4 Wireless Noise Cancelling Headphones, 30 Hours Battery Life, Quick Charge, Touch Control, Black",8421.0528,40.65,DevicePro,Audio,Long battery life,1 year warranty,3.8,791,6
358,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",41279.32209,24.98160475,ElectroHub,Computers,Lightweight,Limited stock,4.1,931,9
359,"OnePlus 11, Eternal Green, 8GB RAM, 128GB Storage, Snapdragon 8 Gen 2, 6.7-inch QHD+ AMOLED Display, 50MP Triple Camera",8979.401837,24.98160475,AlphaTech,Wearables,High quality audio,Customer favorite,1.7,569,18
360,"Logitech MX Master 3S Wireless Mouse, Ultrafast Scrolling, Ergonomic Design, 4000 DPI Sensor, Graphite",55730.5996,40.65,GearMax,Wearables,Compact and portable,New arrival,1.5,321,72
361,"Xiaomi Mi 11X Pro, Cosmic Black, 8GB RAM, 128GB Storage, Snapdragon 888, 120Hz AMOLED Display, 108MP Triple Camera",56347.21689,24.98160475,NextGen,Audio,High performance,New arrival,1.7,265,37
362,"OnePlus 11, Eternal Green, 8GB RAM, 128GB Storage, Snapdragon 8 Gen 2, 6.7-inch QHD+ AMOLED Display, 50MP Triple Camera",72626.20866,24.98160475,DevicePro,Imaging,Compact and portable,New arrival,1.5,797,66
363,"Microsoft Surface Pro 9, Intel Core i5, 8GB RAM, 256GB SSD, 13-inch Touchscreen, Platinum, Windows 11",71676.1757,24.98160475,QuantumGear,Computers,Advanced features,Best seller,1.2,44,41
364,"Garmin Forerunner 945, GPS Running Smartwatch, 2 Weeks Battery Life, Music, Advanced Training Features, Black",12697.91365,24.98160475,PixelDynamics,Audio,Compact and portable,Available in multiple colors,2.2,196,45
365,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",44700.16092,24.98160475,AlphaTech,Wearables,Durable design,Limited stock,1.6,936,75
366,"Acer Predator Helios 300, Intel Core i7, 16GB RAM, 512GB SSD, NVIDIA RTX 3060, 15.6-inch FHD, RGB Keyboard, Black",24552.8576,40.65,DevicePro,Gaming,Fast charging,Limited stock,4.8,260,94
367,"Logitech MX Master 3S Wireless Mouse, Ultrafast Scrolling, Ergonomic Design, 4000 DPI Sensor, Graphite",34593.4532,40.65,DevicePro,Peripherals,Fast charging,Available in multiple colors,3.9,193,83
368,"Amazon Echo Dot (5th Gen), Smart Speaker with Alexa, Charcoal, Improved Sound, Voice Control",28160.388,40.65,PixelDynamics,Accessories,User-friendly interface,Free shipping,4.5,212,0
369,"Logitech MX Master 3S Wireless Mouse, Ultrafast Scrolling, Ergonomic Design, 4000 DPI Sensor, Graphite",38866.1784,40.65,GadgetWorld,Wearables,Durable design,Best seller,4.5,272,0
370,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",62662.6796,40.65,InnovateX,Storage,Long battery life,Exclusive deal,2.1,328,1
371,"Sony WH-1000XM4 Wireless Noise Cancelling Headphones, 30 Hours Battery Life, Quick Charge, Touch Control, Black",76230.5644,40.65,QuantumGear,Wearables,Compact and portable,Best seller,2.5,880,3
372,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",15662.2276,40.65,TechCorp,Storage,User-friendly interface,New arrival,3.7,15,56
373,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",110040.583,24.98160475,PixelDynamics,Gaming,Fast charging,Customer favorite,3.8,493,15
374,"Xiaomi Mi 11X Pro, Cosmic Black, 8GB RAM, 128GB Storage, Snapdragon 888, 120Hz AMOLED Display, 108MP Triple Camera",37772.66223,24.98160475,QuantumGear,Networking,Advanced features,Highly rated,3.7,598,23
375,"Sony WH-1000XM4 Wireless Noise Cancelling Headphones, 30 Hours Battery Life, Quick Charge, Touch Control, Black",35110.40942,24.98160475,ElectroHub,Accessories,User-friendly interface,Customer favorite,2.3,580,34
376,"Asus ROG Strix G17, AMD Ryzen 9 5900HX, 17.3-inch FHD, 16GB DDR4, 1TB SSD, NVIDIA GeForce RTX 3070, Eclipse Gray",7623.3888,40.65,AlphaTech,Computers,Durable design,New arrival,1.1,273,93
377,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",7657.27764,24.98160475,ElectroHub,Electronics,Fast charging,Free shipping,4.1,915,59
378,"Sony WH-1000XM4 Wireless Noise Cancelling Headphones, 30 Hours Battery Life, Quick Charge, Touch Control, Black",107088.4591,24.98160475,QuantumGear,Peripherals,Advanced features,Exclusive deal,4.1,774,98
379,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",86671.45269,24.98160475,PixelDynamics,Networking,Advanced features,Customer favorite,2.6,735,45
380,"Microsoft Surface Pro 9, Intel Core i5, 8GB RAM, 256GB SSD, 13-inch Touchscreen, Platinum, Windows 11",54469.95657,24.98160475,PixelDynamics,Wearables,High quality audio,30-day return policy,1.2,494,69
381,"Xiaomi Mi 11X Pro, Cosmic Black, 8GB RAM, 128GB Storage, Snapdragon 888, 120Hz AMOLED Display, 108MP Triple Camera",46431.58548,24.98160475,GearMax,Imaging,Advanced features,Best seller,2.0,439,12
382,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",26445.8852,40.65,ElectroHub,Accessories,High resolution,Limited stock,2.3,26,90
383,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",55616.83779,24.98160475,NextGen,Audio,High performance,Available in multiple colors,4.8,171,11
384,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",7494.2432,40.65,GearMax,Storage,User-friendly interface,Available in multiple colors,4.3,201,28
385,"HP Envy 13, Intel Core i5, 13.3-inch FHD, 8GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, Natural Silver",65740.72027,24.98160475,DevicePro,Computers,High quality audio,New arrival,3.3,174,33
386,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",13494.90908,24.98160475,TechCorp,Accessories,Advanced features,1 year warranty,4.4,709,12
387,"Lenovo IdeaPad Flex 5, AMD Ryzen 5 5500U, 14-inch FHD, 16GB RAM, 512GB SSD, 360° Hinge, Graphite Grey",64580.3968,40.65,AlphaTech,Wearables,Long battery life,Exclusive deal,3.6,413,22
388,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",18413.71522,24.98160475,GadgetWorld,Gaming,High performance,Limited stock,2.1,361,39
389,"JBL Flip 6, Portable Bluetooth Speaker, Waterproof, 12 Hours Playtime, Dual Passive Radiators, Red",91890.8928,40.65,GadgetWorld,Peripherals,User-friendly interface,Limited stock,3.8,587,54
390,"Asus ROG Strix G17, AMD Ryzen 9 5900HX, 17.3-inch FHD, 16GB DDR4, 1TB SSD, NVIDIA GeForce RTX 3070, Eclipse Gray",37398.0968,40.65,GadgetWorld,Accessories,High quality audio,Customer favorite,1.3,291,63
391,"Amazon Echo Dot (5th Gen), Smart Speaker with Alexa, Charcoal, Improved Sound, Voice Control",37714.3136,40.65,NextGen,Audio,Durable design,30-day return policy,1.2,704,35
392,"Dell XPS 13, Intel Core i7, 16GB RAM, 1TB SSD, 13.4-inch UHD+ Display, Intel Iris Xe Graphics, Platinum Silver",92778.294,40.65,GadgetWorld,Computers,High performance,Customer favorite,2.5,522,91
393,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",5529.75595,24.98160475,GearMax,Audio,Compact and portable,Limited stock,2.5,31,56
394,"Asus ROG Strix G17, AMD Ryzen 9 5900HX, 17.3-inch FHD, 16GB DDR4, 1TB SSD, NVIDIA GeForce RTX 3070, Eclipse Gray",96757.52589,24.98160475,NextGen,Wearables,Fast charging,Available in multiple colors,3.5,258,92
